path,category,size_bytes,loc,auth_flag,ai_flag,db_flag,payment_flag,purpose,exports,imports,core_logic,typescript_interfaces,side_effects,lifecycle,internal_dependencies,used_by_other_files,ui_rendering_details,code_quality_notes
src/app/api/company/jobs/[id]/route.ts,api-route,4653,149,true,true,true,false,/**,GET; PATCH; DELETE,next/server; @/lib/prisma; @/lib/company-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/jobs/route.ts,api-route,4978,162,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/company-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/magic-link/route.ts,api-route,5654,159,true,true,true,false,/**,POST,next/server; @/lib/prisma; jsonwebtoken; zod; @/lib/company-auth; @/lib/brevo-mail,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth; @/lib/brevo-mail,n/a,server component/page,n/a
src/app/api/company/send-otp/route.ts,api-route,5395,146,true,true,true,false,/**,POST,next/server; @/lib/prisma; bcryptjs; @/lib/company-auth; @/lib/brevo-mail,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth; @/lib/brevo-mail,n/a,server component/page,n/a
src/app/api/company/settings/route.ts,api-route,3235,102,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET; PATCH,next/server; @/lib/prisma; @/lib/company-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/team/[id]/route.ts,api-route,1324,44,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",PATCH,next/server; @/lib/prisma; @/lib/company-auth,module utilities,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/team/invite/route.ts,api-route,2237,75,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",POST,next/server; @/lib/prisma; @/lib/company-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/team/route.ts,api-route,1393,50,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; @/lib/prisma; @/lib/company-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/verify-magic-link/route.ts,api-route,4680,164,true,true,true,false,/**,POST,next/server; @/lib/prisma; jsonwebtoken; zod,API handler,MagicLinkPayload,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/company/verify-otp/route.ts,api-route,5654,190,true,true,true,false,/**,POST,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/agora-token/route.ts,api-route,3448,110,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; agora-token,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/complete/route.ts,api-route,6208,212,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/competitions/scoring.service,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/competitions/scoring.service,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/gd-scores/route.ts,api-route,5544,168,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/leaderboard/route.ts,api-route,6810,171,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET,next/server; next-auth; @/lib/auth; @/lib/portal-auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/portal-auth; @/lib/prisma; @/lib/competitions/leaderboard.service,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/participants/route.ts,api-route,7334,234,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/register/route.ts,api-route,4293,121,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,POST; DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/competitions/eligibility.service; @/lib/competitions/competition.types,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/competitions/eligibility.service; @/lib/competitions/competition.types,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/results/route.ts,api-route,8442,262,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET; POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/competitions/scoring.service; zod,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/competitions/scoring.service,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/route.ts,api-route,9938,291,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET; PATCH; DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/portal-auth; @/lib/competitions/competition.types; @prisma/client,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/portal-auth; @/lib/competitions/competition.service; @/lib/competitions/competition.types,n/a,server component/page,n/a
src/app/api/competitions/[competitionId]/start/route.ts,api-route,5812,185,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/competitions/eligibility/route.ts,api-route,2670,71,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/competitions/eligibility.service; @/lib/competitions/competition.types,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/competitions/eligibility.service; @/lib/competitions/competition.types,n/a,server component/page,n/a
src/app/api/competitions/route.ts,api-route,12320,359,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET; POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/portal-auth; @/lib/competitions/competition.service; @/lib/competitions/competition.types,n/a,server component/page,n/a
src/app/api/competitions/universities/route.ts,api-route,2360,65,true,true,true,false,// ═══════════════════════════════════════════════════════════════════════════════,GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/coupons/apply/route.ts,api-route,6123,175,true,true,true,true,"import { NextRequest, NextResponse } from ""next/server"";",POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/create-razorpay-order/route.ts,api-route,9692,262,true,true,true,true,"import { NextRequest, NextResponse } from ""next/server"";",POST,next/server; next-auth; @/lib/auth; razorpay; @/lib/prisma; crypto; @/lib/billing; @/lib/invoice-email,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing; @/lib/invoice-email,n/a,server component/page,n/a
src/app/api/cron/auto-apply/route.ts,api-route,12491,394,true,true,true,false,/**,POST; GET,next/server; @/lib/prisma; @/lib/company-auth,API handler,MatchResult,yes,n/a,@/lib/prisma; @/lib/company-auth,n/a,server component/page,n/a
src/app/api/cron/reset-quotas/route.ts,api-route,1697,59,true,true,true,false,/**,POST; GET,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma,n/a,server component/page,n/a
src/app/api/daily-complete/route.ts,api-route,1910,54,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/evaluate-answer/route.ts,api-route,4564,117,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @google/generative-ai; @/lib/serverAccessCheck,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/serverAccessCheck,n/a,server component/page,n/a
src/app/api/gd-complete/route.ts,api-route,3166,88,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/gd-progress/route.ts,api-route,1173,38,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/gd/history/route.ts,api-route,3137,117,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/gd/match/route.ts,api-route,10724,353,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @prisma/client; @/lib/serverAccessCheck,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/gdMatchmaking; @/lib/serverAccessCheck,n/a,server component/page,n/a
src/app/api/gd/private-room/route.ts,api-route,3269,119,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; uuid,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/gd/session-end/route.ts,api-route,4975,156,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/gdMatchmaking,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/gdMatchmaking,n/a,server component/page,n/a
src/app/api/gd/token/route.ts,api-route,5054,157,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/agoraToken,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/agoraToken,n/a,server component/page,n/a
src/app/api/generate-pdf/route.ts,api-route,86842,1662,true,true,true,false,"﻿import { NextRequest, NextResponse } from ""next/server"";",POST,next-auth; @google/generative-ai; @/lib/auth; @/lib/prisma; @/lib/utils,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/utils,n/a,server component/page,n/a
src/app/api/help/feedback/route.ts,api-route,718,23,false,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",POST,next/server,API handler,none-detected,yes,n/a,none-detected,n/a,server component/page,n/a
src/app/api/hr-complete/route.ts,api-route,2147,70,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/hr-progress/route.ts,api-route,1172,37,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/interview-guide-complete/route.ts,api-route,1913,54,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/interview-guide/history/[id]/route.ts,api-route,2470,92,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET; DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/interview-guide/history/route.ts,api-route,1255,44,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/interview-guide/pdf/[id]/route.ts,api-route,11593,373,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/interview-guide/route.ts,api-route,22083,632,true,true,true,true,"import { NextRequest, NextResponse } from ""next/server"";",POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @google/generative-ai; @/lib/billing,API handler,UserGuideInput,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/interview/private-room/route.ts,api-route,2298,61,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/interview/session-end/route.ts,api-route,6402,150,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @google/generative-ai,API handler,none-detected,yes,n/a,@/lib/auth,n/a,server component/page,n/a
src/app/api/interview/token/route.ts,api-route,1391,40,true,true,false,false,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/agoraToken,API handler,none-detected,no,n/a,@/lib/auth; @/lib/agoraToken,n/a,server component/page,n/a
src/app/api/job-search/apply/route.ts,api-route,2696,86,true,true,true,false,// src/app/api/job-search/apply/route.ts,POST; GET; PATCH,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/job-search/history/route.ts,api-route,3466,126,true,true,true,false,// src/app/api/job-search/history/route.ts,GET; DELETE,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/job-search/resume/route.ts,api-route,5191,168,true,true,true,false,// src/app/api/job-search/resume/route.ts,POST; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/jobs/resumeParser; @/lib/r2Upload,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/jobs/resumeParser; @/lib/r2Upload,n/a,server component/page,n/a
src/app/api/job-search/save/route.ts,api-route,3247,106,true,true,true,false,// src/app/api/job-search/save/route.ts,POST; DELETE; GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/jobs/planGate; @/types/jobs,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/jobs/planGate; @/types/jobs,n/a,server component/page,n/a
src/app/api/job-search/search/route.ts,api-route,4817,146,true,true,true,false,// src/app/api/job-search/search/route.ts,GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/jobs/jobService; @/lib/jobs/sessionTracker; @/lib/jobs/planGate; @/types/jobs,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/jobs/jobService; @/lib/jobs/sessionTracker; @/lib/jobs/planGate; @/types/jobs,n/a,server component/page,n/a
src/app/api/job-search/session/route.ts,api-route,1939,64,true,true,true,false,// src/app/api/job-search/session/route.ts,GET,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/jobs/sessionTracker; @/lib/jobs/planGate; @/types/jobs,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/jobs/sessionTracker; @/lib/jobs/planGate; @/types/jobs,n/a,server component/page,n/a
src/app/api/jobs/[company]/[slug]/route.ts,api-route,2613,109,false,true,true,false,/**,GET,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma,n/a,server component/page,n/a
src/app/api/jobs/apply/route.ts,api-route,4687,150,true,true,true,false,/**,POST,next/server; @/lib/prisma; zod; @/lib/candidate-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/candidate-auth,n/a,server component/page,n/a
src/app/api/jobs/route.ts,api-route,3830,138,false,true,true,false,/**,GET,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma,n/a,server component/page,n/a
src/app/api/jobs/similar/[id]/route.ts,api-route,1970,81,false,true,true,false,/**,GET,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma,n/a,server component/page,n/a
src/app/api/latest-topics/route.ts,api-route,2015,64,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/lesson-complete/route.ts,api-route,2185,70,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/lesson-progress/route.ts,api-route,1186,37,true,true,true,false,"import { NextRequest, NextResponse } from 'next/server';",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/mock-complete/route.ts,api-route,1888,54,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",POST,next/server; next-auth; @/lib/auth; @/lib/prisma; @/lib/billing,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/billing,n/a,server component/page,n/a
src/app/api/notifications/[id]/read/route.ts,api-route,1007,32,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",PATCH,next/server; next-auth; @/lib/auth; @/lib/prisma,module utilities,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/notifications/[id]/route.ts,api-route,2475,70,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",DELETE; PATCH,next/server; next-auth; @/lib/auth; @/lib/prisma,module utilities,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/notifications/count/route.ts,api-route,661,19,true,true,true,false,"import { NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/notifications/read-all/route.ts,api-route,703,20,true,true,true,false,"import { NextResponse } from ""next/server"";",PATCH,next/server; next-auth; @/lib/auth; @/lib/prisma,module utilities,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/notifications/route.ts,api-route,1187,30,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/notifications/send/route.ts,api-route,3137,96,true,true,true,false,"import { NextRequest, NextResponse } from ""next/server"";",GET; POST,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/payment-history/[id]/pdf/route.ts,api-route,4127,121,true,true,true,true,"﻿import { NextRequest, NextResponse } from ""next/server"";",runtime; dynamic; GET,next-auth; @/lib/auth; @/lib/prisma; @/lib/pdf-browser; @/lib/invoice-html; @/lib/r2-service; @/lib/r2,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma; @/lib/pdf-browser; @/lib/invoice-html; @/lib/r2-service; @/lib/r2,n/a,server component/page,n/a
src/app/api/payment-history/route.ts,api-route,1464,54,true,true,true,true,"import { NextRequest, NextResponse } from 'next/server';",GET,next/server; next-auth; @/lib/auth; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/auth; @/lib/prisma,n/a,server component/page,n/a
src/app/api/plan-pricing/route.ts,api-route,1230,38,false,true,true,false,"import { NextResponse } from ""next/server"";",GET,next/server; @/lib/prisma,API handler,none-detected,no,n/a,@/lib/prisma,n/a,server component/page,n/a
src/app/api/portal/admin/analytics/route.ts,api-route,3153,89,true,true,true,true,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/admin/broadcast-email/route.ts,api-route,2777,89,true,true,true,false,/**,POST,next/server; @/lib/prisma; @/lib/portal-auth; @/lib/portal-email; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/portal-email,n/a,server component/page,n/a
src/app/api/portal/admin/feature-toggles/[key]/route.ts,api-route,1141,36,true,true,true,false,/**,PATCH,next/server; @/lib/prisma; @/lib/portal-auth,module utilities,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/admin/feature-toggles/route.ts,api-route,2292,64,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/admin/payments/route.ts,api-route,1997,69,true,true,true,true,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/admin/subscriptions/route.ts,api-route,2012,66,true,true,true,true,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/admin/tickets/[id]/route.ts,api-route,2916,81,true,true,true,false,/**,GET; PATCH,next/server; @/lib/prisma; @/lib/portal-auth; @/lib/portal-email; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/portal-email,n/a,server component/page,n/a
src/app/api/portal/admin/tickets/route.ts,api-route,2683,76,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth; @/lib/portal-email; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/portal-email,n/a,server component/page,n/a
src/app/api/portal/admin/users/route.ts,api-route,3356,102,true,true,true,true,/**,GET; PATCH,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/audit-logs/route.ts,api-route,1931,57,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth; next-auth; @/lib/auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/auth,n/a,server component/page,n/a
src/app/api/portal/auth/forgot-password/route.ts,api-route,3140,101,true,true,true,false,/**,POST; PUT,next/server; bcryptjs; crypto; @/lib/prisma; @/lib/portal-email; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-email,n/a,server component/page,n/a
src/app/api/portal/auth/google/callback/route.ts,api-route,5469,178,true,true,true,false,/**,GET,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/auth/google/route.ts,api-route,1452,52,true,true,false,false,/**,GET,next/server,API handler,none-detected,yes,n/a,none-detected,n/a,server component/page,n/a
src/app/api/portal/auth/login/route.ts,api-route,4953,170,true,true,true,false,/**,POST,next/server; bcryptjs; @/lib/prisma; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/auth/logout/route.ts,api-route,1207,40,true,true,true,false,/**,POST,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/auth/me/route.ts,api-route,941,36,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/auth/refresh/route.ts,api-route,2734,75,true,true,true,false,/**,POST,next/server; @/lib/prisma,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/email-logs/route.ts,api-route,1933,66,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth; next-auth; @/lib/auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/auth,n/a,server component/page,n/a
src/app/api/portal/hr/analytics/route.ts,api-route,3799,119,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/assessments/[id]/route.ts,api-route,5238,181,true,true,true,false,/**,GET; PUT; DELETE,next/server; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/assessments/route.ts,api-route,4179,130,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/attendance/route.ts,api-route,3715,117,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/candidates/[id]/route.ts,api-route,2898,76,true,true,true,false,/**,GET; PATCH; DELETE,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/candidates/route.ts,api-route,3768,105,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth; zod,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/certificate-templates/route.ts,api-route,2147,67,true,true,true,false,/**,GET; POST,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/certificates/[id]/pdf/route.ts,api-route,4406,113,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/generate-certificate-pdf,n/a,server component/page,n/a
src/app/api/portal/hr/certificates/[id]/revoke/route.ts,api-route,1754,61,true,true,true,false,/**,POST,next/server; @/lib/prisma; @/lib/portal-auth,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth,n/a,server component/page,n/a
src/app/api/portal/hr/certificates/[id]/route.ts,api-route,2374,71,true,true,true,false,/**,GET,next/server; @/lib/prisma; @/lib/portal-auth; @/lib/r2-service; @/lib/r2,API handler,none-detected,yes,n/a,@/lib/prisma; @/lib/portal-auth; @/lib/r2-service; @/lib/r2,n/a,server component/page,n/a
